	A
	
	Decaline.Sample.Raw.csv
12195.12195	-0.004711
12224.93888	-0.005066
12254.90196	-0.005480
12285.01229	-0.005735
12315.27094	-0.005617
12345.67901	-0.005254
12376.23762	-0.006164
12406.94789	-0.005782
12437.81095	-0.005798
12468.82793	-0.006188
12500	-0.006311
12531.32832	-0.006150
12562.81407	-0.006128
12594.45844	-0.006021
12626.26263	-0.006027
12658.22785	-0.005768
12690.35533	-0.005644
12722.64631	-0.005351
12755.10204	-0.005223
12787.72379	-0.004939
12820.51282	-0.004751
12853.47044	-0.004810
12886.59794	-0.004563
12919.89664	-0.004468
12953.36788	-0.003563
12987.01299	-0.002556
13020.83333	-0.001841
13054.83029	-0.001321
13089.00524	-5.920E-4
13123.35958	2.000E-4
13157.89474	7.510E-4
13192.61214	6.380E-4
13227.51323	4.580E-4
13262.59947	-1.650E-4
13297.87234	-0.001184
13333.33333	-0.001947
13368.98396	-0.003021
13404.82574	-0.003532
13440.86022	-0.004373
13477.08895	-0.004809
13513.51351	-0.005086
13550.1355	-0.005168
13586.95652	-0.005698
13623.9782	-0.005579
13661.20219	-0.006012
13698.63014	-0.006056
13736.26374	-0.005970
13774.10468	-0.006186
13812.1547	-0.006103
13850.41551	-0.006323
13888.88889	-0.006279
13927.5766	-0.006346
13966.48045	-0.006379
14005.60224	-0.006291
14044.94382	-0.006423
14084.50704	-0.006239
14124.29379	-0.006217
14164.30595	-0.006188
14204.54545	-0.006426
14245.01425	-0.006331
14285.71429	-0.006305
14326.64756	-0.006341
14367.81609	-0.006337
14409.2219	-0.006491
14450.86705	-0.006575
14492.75362	-0.006420
14534.88372	-0.006470
14577.25948	-0.006500
14619.88304	-0.006403
14662.7566	-0.006338
14705.88235	-0.006406
14749.26254	-0.006390
14792.89941	-0.006304
14836.79525	-0.006338
14880.95238	-0.006477
14925.37313	-0.006388
14970.05988	-0.006391
15015.01502	-0.006501
15060.24096	-0.006264
15105.74018	-0.006122
15151.51515	-0.006162
15197.56839	-0.006105
15243.90244	-0.006101
15290.51988	-0.005972
15337.42331	-0.005681
15384.61538	-0.005455
15432.09877	-0.005567
15479.87616	-0.005587
15527.95031	-0.005694
15576.32399	-0.005775
15625	-0.005825
15673.98119	-0.005931
15723.27044	-0.005922
15772.87066	-0.005902
15822.78481	-0.006043
15873.01587	-0.006139
15923.56688	-0.006194
15974.44089	-0.006354
16025.64103	-0.006303
16077.17042	-0.006257
16129.03226	-0.006216
16181.22977	-0.006171
16233.76623	-0.006119
16286.64495	-0.006118
16339.86928	-0.006216
16393.44262	-0.006223
16447.36842	-0.006088
16501.65017	-0.006051
16556.29139	-0.006217
16611.29568	-0.006147
16666.66667	-0.006152
16722.40803	-0.006241
16778.52349	-0.006156
16835.01684	-0.006133
16891.89189	-0.006059
16949.15254	-0.005904
17006.80272	-0.005895
17064.84642	-0.005955
17123.28767	-0.005912
17182.13058	-0.005857
17241.37931	-0.005945
17301.03806	-0.005803
17361.11111	-0.005718
17421.60279	-0.005638
17482.51748	-0.005476
17543.85965	-0.005194
17605.6338	-0.005024
17667.84452	-0.005207
17730.49645	-0.005413
17793.59431	-0.005402
17857.14286	-0.005287
17921.14695	-0.005318
17985.61151	-0.005336
18050.54152	-0.005304
18115.94203	-0.005216
18181.81818	-0.005104
18248.17518	-0.005101
18315.01832	-0.005112
18382.35294	-0.005106
18450.1845	-0.005086
18518.51852	-0.004960
18587.36059	-0.004900
18656.71642	-0.004909
18726.59176	-0.004821
18796.99248	-0.004396
18867.92453	-0.004308
18939.39394	-0.004301
19011.40684	-0.004329
19083.96947	-0.004270
19157.08812	-0.004243
19230.76923	-0.004184
19305.01931	-0.004178
19379.84496	-0.004126
19455.25292	-0.003901
19531.25	-0.004032
19607.84314	-0.003960
19685.03937	-0.003780
19762.84585	-0.003612
19841.26984	-0.003563
19920.31873	-0.003676
20000	-0.003518
20080.32129	-0.003051
20161.29032	-0.003088
20242.91498	-0.003140
20325.20325	-0.003008
20408.16327	-0.002842
20491.80328	-0.002568
20576.13169	-0.002476
20661.15702	-0.002338
20746.88797	-0.002432
20833.33333	-0.002146
20920.50209	-0.001955
21008.40336	-0.001749
21097.04641	-0.001402
21186.44068	-0.001373
21276.59574	-0.001143
21367.52137	-6.610E-4
21459.22747	-4.990E-4
21551.72414	-2.320E-4
21645.02165	2.170E-4
21739.13043	3.800E-4
21834.06114	4.330E-4
21929.82456	9.260E-4
22026.43172	0.001196
22123.89381	0.001436
22222.22222	0.001797
22321.42857	0.001940
22421.52466	0.002450
22522.52252	0.002751
22624.43439	0.003284
22727.27273	0.003462
22831.05023	0.003990
22935.77982	0.004331
23041.47465	0.005125
23148.14815	0.005906
23255.81395	0.006620
23364.48598	0.007131
23474.1784	0.007641
23584.90566	0.007864
23696.68246	0.008552
23809.52381	0.009283
23923.44498	0.009648
24038.46154	0.009586
24154.58937	0.01025
24271.84466	0.01055
24390.2439	0.01154
24509.80392	0.01196
24630.54187	0.01246
24752.47525	0.01314
24875.62189	0.01373
25000	0.01390
25125.62814	0.01475
25252.52525	0.01518
25380.71066	0.01587
25510.20408	0.01641
25641.02564	0.01730
25773.19588	0.01855
25906.73575	0.01934
26041.66667	0.02035
26178.01047	0.02140
26315.78947	0.02288
26455.02646	0.02485
26595.74468	0.02757
26737.96791	0.03043
26881.72043	0.03410
27027.02703	0.03713
27173.91304	0.04126
27322.40437	0.04612
27472.52747	0.05155
27624.30939	0.05934
27777.77778	0.06886
27932.96089	0.08099
28089.88764	0.09381
28248.58757	0.1060
28409.09091	0.1171
28571.42857	0.1281
28735.63218	0.1386
28901.7341	0.1498
29069.76744	0.1607
29239.76608	0.1720
29411.76471	0.1818
29585.79882	0.1899
29761.90476	0.1961
29940.11976	0.2009
30120.48193	0.2060
30303.0303	0.2104
30487.80488	0.2144
30674.84663	0.2165
30864.19753	0.2174
31055.90062	0.2200
31250	0.2231
31446.54088	0.2254
31645.56962	0.2310
31847.13376	0.2414
32051.28205	0.2670
32258.06452	0.2706
32467.53247	0.2837
32679.73856	0.3292
32894.73684	0.3854
33112.58278	0.4871
33333.33333	0.6747
33557.04698	0.9860
33783.78378	1.123
34013.60544	1.142
34246.57534	1.262
34482.75862	1.547
34722.22222	1.933
34965.03497	2.068
35211.26761	2.213
35460.99291	2.513
35714.28571	3.490
35971.22302	3.965
36231.88406	3.965
36496.35036	3.965
36764.70588	3.965
37037.03704	3.965
37313.43284	3.965
37593.98496	3.965
37878.78788	3.965
38167.93893	3.965
38461.53846	3.965
38759.68992	3.965
39062.5	3.965
39370.07874	3.965
39682.53968	3.965
40000	3.965
40322.58065	3.965
40650.4065	3.965
40983.60656	3.965
41322.31405	3.965
41666.66667	3.965
42016.80672	3.965
42372.88136	3.965
42735.04274	3.965
43103.44828	3.965
43478.26087	3.965
43859.64912	3.965
44247.78761	3.965
44642.85714	3.965
45045.04505	3.965
45454.54545	3.965
45871.55963	3.965
46296.2963	3.965
46728.97196	3.965
47169.81132	3.965
47619.04762	3.965
48076.92308	3.965
48543.68932	3.965
49019.60784	3.965
49504.9505	3.965
50000	3.965
	-0.007224
