	A
	
	EtOH.Sample.Raw.csv
812	0.001939
810	0.002484
808	0.001972
806	0.002640
804	0.002015
802	0.002127
800	0.001865
798	0.001862
796	0.001533
794	0.001165
792	0.001265
790	0.001362
788	0.001351
786	0.001272
784	9.410E-4
782	0.001443
780	0.001751
778	0.001529
776	0.001471
774	0.001737
772	0.001836
770	0.002037
768	0.002088
766	0.002105
764	0.002117
762	0.002117
760	0.001932
758	0.001868
756	0.001702
754	0.001608
752	0.001730
750	0.002110
748	0.002298
746	0.002823
744	0.003147
742	0.003336
740	0.003419
738	0.002840
736	0.001658
734	0.001110
732	3.300E-4
730	-1.180E-4
728	-5.700E-5
726	-5.500E-4
724	-6.130E-4
722	-0.001028
720	-0.001004
718	-0.001192
716	-0.001181
714	-9.480E-4
712	-0.001087
710	-0.001286
708	-0.001297
706	-0.001175
704	-0.001389
702	-0.001355
700	-0.001375
698	-0.001268
696	-0.001348
694	-0.001547
692	-0.001847
690	-0.001673
688	-0.001566
686	-0.001504
684	-0.001299
682	-0.001399
680	-0.001398
678	-0.001311
676	-0.001268
674	-0.001243
672	-0.001437
670	-0.001515
668	-0.001473
666	-0.001382
664	-0.001171
662	-0.001184
660	-0.001263
658	-0.001339
656	-0.001291
654	-0.001165
652	-0.001101
650	-9.990E-4
648	-0.001072
646	-0.001025
644	-8.810E-4
642	-9.630E-4
640	-0.001196
638	-0.001103
636	-7.570E-4
634	-6.750E-4
632	-6.940E-4
630	-6.520E-4
628	-8.050E-4
626	-9.600E-4
624	-8.170E-4
622	-8.000E-4
620	-8.750E-4
618	-8.490E-4
616	-7.590E-4
614	-7.790E-4
612	-7.870E-4
610	-8.250E-4
608	-7.300E-4
606	-6.670E-4
604	-7.490E-4
602	-5.870E-4
600	-5.580E-4
598	-6.660E-4
596	-7.200E-4
594	-8.550E-4
592	-5.540E-4
590	-3.440E-4
588	-4.310E-4
586	-4.610E-4
584	-4.070E-4
582	-4.140E-4
580	-4.300E-4
578	-4.320E-4
576	-3.740E-4
574	-3.330E-4
572	-3.380E-4
570	-2.430E-4
568	-1.130E-4
566	-2.210E-4
564	-1.260E-4
562	4.700E-5
560	1.350E-4
558	2.500E-5
556	-5.800E-5
554	-1.700E-5
552	8.900E-5
550	3.240E-4
548	4.080E-4
546	4.090E-4
544	3.290E-4
542	4.190E-4
540	4.220E-4
538	3.690E-4
536	4.750E-4
534	4.690E-4
532	6.190E-4
530	5.550E-4
528	6.120E-4
526	7.330E-4
524	7.590E-4
522	6.670E-4
520	7.640E-4
518	8.150E-4
516	7.570E-4
514	8.590E-4
512	6.950E-4
510	8.000E-4
508	0.001028
506	8.710E-4
504	7.510E-4
502	7.870E-4
500	0.001129
498	0.001358
496	0.001275
494	0.001153
492	0.001364
490	0.001389
488	0.001721
486	0.001581
484	0.001718
482	0.001736
480	0.002111
478	0.002180
476	0.002158
474	0.002343
472	0.002169
470	0.002128
468	0.002298
466	0.002414
464	0.002417
462	0.002509
460	0.002711
458	0.002603
456	0.002767
454	0.002697
452	0.003087
450	0.003076
448	0.003116
446	0.003280
444	0.003339
442	0.003510
440	0.003429
438	0.003439
436	0.003595
434	0.003620
432	0.004044
430	0.003952
428	0.003890
426	0.004238
424	0.004106
422	0.004028
420	0.004548
418	0.004394
416	0.004492
414	0.004551
412	0.004697
410	0.004826
408	0.005045
406	0.004965
404	0.005362
402	0.005297
400	0.005294
398	0.005479
396	0.005433
394	0.005803
392	0.005616
390	0.006020
388	0.006205
386	0.006194
384	0.006365
382	0.006450
380	0.007016
378	0.007066
376	0.007526
374	0.007439
372	0.007774
370	0.007746
368	0.007980
366	0.008283
364	0.008388
362	0.009137
360	0.009315
358	0.009320
356	0.009519
354	0.01004
352	0.01023
350	0.01030
348	0.01104
346	0.01135
344	0.01139
342	0.01197
340	0.01238
338	0.01233
336	0.01267
334	0.01312
332	0.01348
330	0.01399
328	0.01483
326	0.01491
324	0.01491
322	0.01548
320	0.01610
318	0.01637
316	0.01521
314	0.01535
312	0.01639
310	0.01722
308	0.01814
306	0.01882
304	0.02004
302	0.02123
300	0.02188
298	0.02291
296	0.02358
294	0.02432
292	0.02513
290	0.02567
288	0.02674
286	0.02793
284	0.02896
282	0.02962
280	0.03083
278	0.03164
276	0.03323
274	0.03523
272	0.03780
270	0.04071
268	0.04504
266	0.04899
264	0.05205
262	0.05490
260	0.05748
258	0.06031
256	0.06337
254	0.06628
252	0.06933
250	0.07289
248	0.07764
246	0.08301
244	0.08946
242	0.09780
240	0.1083
238	0.1207
236	0.1344
234	0.1498
232	0.1676
230	0.1870
228	0.2088
226	0.2338
224	0.2609
222	0.2886
220	0.3190
218	0.3531
216	0.3926
214	0.4405
212	0.5098
210	0.6583
208	3.963
206	3.963
204	3.963
202	3.963
200	3.963
	--
