	A
	
	Cyclohexane.Sample.Raw.csv
7812.5	0.03870
7824.72613	0.04161
7836.9906	0.04470
7849.29356	0.04796
7861.63522	0.05134
7874.01575	0.05490
7886.43533	0.05869
7898.89415	0.06289
7911.39241	0.06746
7923.93027	0.07266
7936.50794	0.07837
7949.1256	0.08490
7961.78344	0.09281
7974.48166	0.1021
7987.22045	0.1126
8000	0.1246
8012.82051	0.1382
8025.68218	0.1531
8038.58521	0.1696
8051.52979	0.1876
8064.51613	0.2075
8077.54443	0.2295
8090.61489	0.2546
8103.72771	0.2837
8116.88312	0.3175
8130.0813	0.3570
8143.32248	0.4028
8156.60685	0.4554
8169.93464	0.5151
8183.30606	0.5813
8196.72131	0.6523
8210.18062	0.7252
8223.68421	0.7978
8237.23229	0.8651
8250.82508	0.9231
8264.46281	0.9667
8278.1457	0.9909
8291.87396	0.9939
8305.64784	0.9785
8319.46755	0.9496
8333.33333	0.9124
8347.24541	0.8689
8361.20401	0.8192
8375.20938	0.7656
8389.26174	0.7098
8403.36134	0.6532
8417.50842	0.5980
8431.7032	0.5448
8445.94595	0.4916
8460.23689	0.4404
8474.57627	0.3934
8488.96435	0.3512
8503.40136	0.3134
8517.88756	0.2805
8532.42321	0.2520
8547.00855	0.2268
8561.64384	0.2043
8576.32933	0.1840
8591.06529	0.1653
8605.85198	0.1473
8620.68966	0.1298
8635.57858	0.1124
8650.51903	0.09498
8665.51127	0.07834
8680.55556	0.06281
8695.65217	0.04858
8710.80139	0.03601
8726.00349	0.02525
8741.25874	0.01604
8756.56743	0.008358
8771.92982	0.002160
8787.34622	-0.002860
8802.8169	-0.006919
8818.34215	-0.01017
8833.92226	-0.01283
8849.55752	-0.01510
8865.24823	-0.01689
8880.99467	-0.01826
8896.79715	-0.01927
8912.65597	-0.01993
8928.57143	-0.02044
8944.54383	-0.02068
8960.57348	-0.02083
8976.66068	-0.02081
8992.80576	-0.02068
9009.00901	-0.02044
9025.27076	-0.02011
9041.59132	-0.01983
9057.97101	-0.01946
9074.41016	-0.01907
9090.90909	-0.01871
9107.46812	-0.01834
9124.08759	-0.01799
9140.76782	-0.01774
9157.50916	-0.01751
9174.31193	-0.01723
9191.17647	-0.01692
9208.10313	-0.01658
9225.09225	-0.01624
9242.14418	-0.01584
9259.25926	-0.01537
9276.43785	-0.01485
9293.6803	-0.01441
9310.98696	-0.01375
9328.35821	-0.01314
9345.79439	-0.01242
9363.29588	-0.01169
9380.86304	-0.01092
9398.49624	-0.01019
9416.19586	-0.009471
9433.96226	-0.008760
9451.79584	-0.008057
9469.69697	-0.007304
9487.66603	-0.006620
9505.70342	-0.005954
9523.80952	-0.005300
9541.98473	-0.004662
9560.22945	-0.004119
9578.54406	-0.003639
9596.92898	-0.003376
9615.38462	-0.003217
9633.91137	-0.003210
9652.50965	-0.003395
9671.17988	-0.003828
9689.92248	-0.004296
9708.73786	-0.005006
9727.62646	-0.005834
9746.58869	-0.006749
9765.625	-0.007733
9784.73581	-0.008675
9803.92157	-0.009701
9823.18271	-0.01076
9842.51969	-0.01184
9861.93294	-0.01312
9881.42292	-0.01431
9900.9901	-0.01562
9920.63492	-0.01685
9940.35785	-0.01824
9960.15936	-0.01963
9980.03992	-0.02076
10000	-0.02201
10020.04008	-0.02293
10040.16064	-0.02390
10060.36217	-0.02479
10080.64516	-0.02549
10101.0101	-0.02616
10121.45749	-0.02664
10141.98783	-0.02700
10162.60163	-0.02729
10183.29939	-0.02740
10204.08163	-0.02746
10224.94888	-0.02746
10245.90164	-0.02733
10266.94045	-0.02700
10288.06584	-0.02667
10309.27835	-0.02623
10330.57851	-0.02568
10351.96687	-0.02501
10373.44398	-0.02436
10395.0104	-0.02338
10416.66667	-0.02230
10438.41336	-0.02111
10460.25105	-0.01942
10482.18029	-0.01729
10504.20168	-0.01486
10526.31579	-0.01156
10548.52321	-0.007848
10570.82452	-0.003373
10593.22034	0.001728
10615.71125	0.007437
10638.29787	0.01328
10660.98081	0.01967
10683.76068	0.02599
10706.63812	0.03180
10729.61373	0.03704
10752.68817	0.04154
10775.86207	0.04487
10799.13607	0.04694
10822.51082	0.04750
