	A
	
	Cyclohexane.Sample.Raw.csv
726	-0.03065
724	-0.03045
722	-0.03073
720	-0.03080
718	-0.03097
716	-0.03100
714	-0.03078
712	-0.03091
710	-0.03078
708	-0.03081
706	-0.03079
704	-0.03091
702	-0.03080
700	-0.03077
698	-0.03072
696	-0.03069
694	-0.03084
692	-0.03128
690	-0.03113
688	-0.03099
686	-0.03082
684	-0.03072
682	-0.03086
680	-0.03093
678	-0.03091
676	-0.03087
674	-0.03097
672	-0.03107
670	-0.03097
668	-0.03118
666	-0.03111
664	-0.03090
662	-0.03074
660	-0.03072
658	-0.03069
656	-0.03051
654	-0.03025
652	-0.03019
650	-0.03008
648	-0.03011
646	-0.03003
644	-0.03005
642	-0.03016
640	-0.03023
638	-0.03038
636	-0.03045
634	-0.03048
632	-0.03055
630	-0.03073
628	-0.03081
626	-0.03078
624	-0.03062
622	-0.03061
620	-0.03066
618	-0.03065
616	-0.03064
614	-0.03062
612	-0.03070
610	-0.03080
608	-0.03065
606	-0.03060
604	-0.03068
602	-0.03056
600	-0.03067
598	-0.03074
596	-0.03063
594	-0.03071
592	-0.03067
590	-0.03047
588	-0.03045
586	-0.03051
584	-0.03053
582	-0.03058
580	-0.03066
578	-0.03054
576	-0.03046
574	-0.03031
572	-0.03047
570	-0.03043
568	-0.03034
566	-0.03052
564	-0.03052
562	-0.03034
560	-0.03027
558	-0.03031
556	-0.03045
554	-0.03054
552	-0.03042
550	-0.03014
548	-0.03016
546	-0.03029
544	-0.03029
542	-0.03031
540	-0.03038
538	-0.03035
536	-0.03030
534	-0.03038
532	-0.03007
530	-0.03006
528	-0.03016
526	-0.03013
524	-0.03021
522	-0.03019
520	-0.03000
518	-0.02999
516	-0.03010
514	-0.02992
512	-0.03013
510	-0.02989
508	-0.02972
506	-0.02973
504	-0.02984
502	-0.02981
500	-0.02971
498	-0.02943
496	-0.02951
494	-0.02957
492	-0.02969
490	-0.02969
488	-0.02942
486	-0.02935
484	-0.02941
482	-0.02954
480	-0.02919
478	-0.02914
476	-0.02928
474	-0.02908
472	-0.02925
470	-0.02912
468	-0.02888
466	-0.02894
464	-0.02909
462	-0.02889
460	-0.02900
458	-0.02904
456	-0.02873
454	-0.02879
452	-0.02878
450	-0.02868
448	-0.02856
446	-0.02835
444	-0.02857
442	-0.02838
440	-0.02834
438	-0.02833
436	-0.02831
434	-0.02839
432	-0.02792
430	-0.02802
428	-0.02792
426	-0.02788
424	-0.02794
422	-0.02778
420	-0.02742
418	-0.02770
416	-0.02777
414	-0.02752
412	-0.02756
410	-0.02738
408	-0.02718
406	-0.02712
404	-0.02702
402	-0.02692
400	-0.02692
398	-0.02667
396	-0.02686
394	-0.02648
392	-0.02647
390	-0.02633
388	-0.02622
386	-0.02623
384	-0.02591
382	-0.02577
380	-0.02551
378	-0.02542
376	-0.02471
374	-0.02507
372	-0.02457
370	-0.02475
368	-0.02439
366	-0.02392
364	-0.02379
362	-0.02348
360	-0.02289
358	-0.02275
356	-0.02268
354	-0.02186
352	-0.02154
350	-0.02157
348	-0.02089
346	-0.02043
344	-0.02025
342	-0.01951
340	-0.01862
338	-0.01764
336	-0.01645
334	-0.01585
332	-0.01451
330	-0.01338
328	-0.01132
326	-0.01006
324	-0.008930
322	-0.007416
320	-0.005905
318	-0.004942
316	-0.003683
314	-0.001970
312	8.480E-4
310	0.003248
308	0.005861
306	0.009350
304	0.01310
302	0.01789
300	0.02240
298	0.02833
296	0.03413
294	0.04166
292	0.04974
290	0.06203
288	0.08171
286	0.09639
284	0.1057
282	0.1107
280	0.1155
278	0.1272
276	0.1387
274	0.1429
272	0.1389
270	0.1356
268	0.1420
266	0.1462
264	0.1475
262	0.1500
260	0.1532
258	0.1564
256	0.1639
254	0.1694
252	0.1701
250	0.1756
248	0.1828
246	0.1904
244	0.2044
242	0.2238
240	0.2528
238	0.2936
236	0.3445
234	0.4055
232	0.4748
230	0.5541
228	0.6496
226	0.7960
224	1.080
222	1.494
220	1.578
218	1.589
216	1.669
214	1.735
212	1.874
210	2.358
208	3.941
206	3.941
204	3.941
202	3.941
200	3.941
	
