	A
	
	Chloroform.Sample.Raw.csv
37878.78788	0.06132
38167.93893	0.07377
38461.53846	0.09175
38759.68992	0.1175
39062.5	0.1544
39370.07874	0.2072
39682.53968	0.2852
40000	0.3991
40322.58065	0.5648
40650.4065	0.8038
40983.60656	1.152
41322.31405	1.661
41666.66667	2.401
42016.80672	3.466
42372.88136	3.986
42735.04274	3.986
43103.44828	3.986
43478.26087	3.986
43859.64912	3.986
44247.78761	3.986
44642.85714	3.986
45045.04505	3.986
45454.54545	3.986
45871.55963	3.986
46296.2963	3.986
46728.97196	3.986
47169.81132	3.986
47619.04762	3.986
48076.92308	3.986
48543.68932	3.986
49019.60784	3.986
49504.9505	3.986
50000	3.986
	0.03291
